model_id,test,comparison,delta_bleu,delta_chrf,delta_term_recall,delta_term_precision,delta_term_f1
nllb_600m,bokmal,bokmal_minus_original_subsampled,0.01919501182499672,1.3135188984000905,0.03877005347593587,0.007423738444809924,0.02103341349455623
nllb_600m,original,bokmal_minus_original_subsampled,-0.03285601142358319,-1.693451366496518,0.10602981029810299,0.023799577079157697,0.05995932583413588
nllb_1_3b,bokmal,bokmal_minus_original_subsampled,0.0234500035258125,1.4184799746483066,0.03698752228163993,0.008980926000603073,0.021271289694771545
nllb_1_3b,original,bokmal_minus_original_subsampled,-0.03261290017686791,-1.7078994402793626,0.10840108401084014,0.024849006704560028,0.06190941868635225
nllb_3_3b,bokmal,bokmal_minus_original_subsampled,0.017613537406178548,1.110409879021077,0.02450980392156865,-0.001502861682510792,0.009738298300869697
nllb_3_3b,original,bokmal_minus_original_subsampled,-0.04238141963317754,-2.172725453982679,0.10501355013550129,0.01906403007265367,0.05690647737247434
