configuration,data_condition,dataset_sizes,final_model_path,seed,test_bleu,test_chrf,test_fta,test_fta_coverage,test_fta_mean_sentence,val_bleu,val_chrf,val_loss
"{""r"": 8, ""alpha"": 64, ""dropout"": 0.0}",bokmal,"{""train"": 10114, ""val"": 1305, ""test"": 1313}",/gorilla/proj/uppmax2026-1-123/uppmax2026-1-123/private/yaxj1/mt_oil_no_bokmal/outputs/p2_train_bokmal/seed_42/training/final_model,42,0.6128408529950458,79.42900614234559,0.8596256684491979,0.39146991622239147,0.8495460440985734,0.6112373958475849,78.73387338143996,0.6477664709091187
"{""r"": 8, ""alpha"": 64, ""dropout"": 0.0}",bokmal,"{""train"": 10114, ""val"": 1305, ""test"": 1313}",/gorilla/proj/uppmax2026-1-123/uppmax2026-1-123/private/yaxj1/mt_oil_no_bokmal/outputs/p2_train_bokmal/seed_123/training/final_model,123,0.6129294061297192,79.19669529371221,0.856951871657754,0.39146991622239147,0.8498702983138782,0.6118358800848114,78.83348039285283,0.649671733379364
"{""r"": 8, ""alpha"": 64, ""dropout"": 0.0}",bokmal,"{""train"": 10114, ""val"": 1305, ""test"": 1313}",/gorilla/proj/uppmax2026-1-123/uppmax2026-1-123/private/yaxj1/mt_oil_no_bokmal/outputs/p2_train_bokmal/seed_456/training/final_model,456,0.6127778195178196,79.37936839627781,0.8596256684491979,0.39146991622239147,0.8514915693904023,0.6109541316924754,78.90672111125652,0.6510489583015442
